2672 18 4
-0.07215934	0.02684513	-0.0001497147	0.002362728	-0.0008468173	-0.0005038138	0.04679656	0.6915239	0.03597615	-0.7199379	-0.01476	0	0	1	0.02684513	0.02398152	0.06336693	0.2085649	0	0	0	0
-0.07211208	0.02682819	-0.000159804	0.002362817	-0.0008468922	-0.0005044653	0.04679662	0.6915239	0.03597616	-0.7199378	-0.01476	0	0	1	0.02682819	0.02396813	0.06331697	0.2084655	0	0	0	0
-0.07206483	0.02681125	-0.0001699051	0.002362897	-0.0008469587	-0.0005050618	0.04679663	0.6915237	0.03597621	-0.719938	-0.01476	0	0	1	0.02681125	0.02395475	0.06326701	0.2083578	0	0	0	0
-0.07201757	0.02679431	-0.0001800173	0.00236297	-0.0008470178	-0.000505608	0.04679666	0.6915236	0.03597621	-0.7199382	-0.01476	0	0	1	0.02679431	0.02393929	0.06321706	0.20825	0	0	0	0
-0.07197031	0.02677737	-0.0001901393	0.002363036	-0.0008470705	-0.000506108	0.04679672	0.6915235	0.03597617	-0.7199383	-0.01476	0	0	1	0.02677737	0.02392321	0.0631671	0.2081436	0	0	0	0
-0.07192305	0.02676043	-0.0002002704	0.002363097	-0.0008471173	-0.0005065657	0.04679677	0.6915234	0.03597621	-0.7199384	-0.01476	0	0	1	0.02676043	0.02390714	0.06311715	0.2080381	0	0	0	0
-0.07187579	0.02674348	-0.00021041	0.002363152	-0.0008471591	-0.0005069845	0.04679678	0.6915233	0.03597608	-0.7199384	-0.01476	0	0	1	0.02674348	0.0238914	0.0630672	0.2079327	0	0	0	0
-0.07182852	0.02672654	-0.0002205571	0.002363202	-0.0008471964	-0.0005073677	0.04679679	0.6915232	0.03597605	-0.7199386	-0.01476	0	0	1	0.02672654	0.02387792	0.06301724	0.2078272	0	0	0	0
-0.07178126	0.02670959	-0.0002307114	0.002363248	-0.0008472298	-0.0005077183	0.04679681	0.6915233	0.03597604	-0.7199384	-0.01476	0	0	1	0.02670959	0.02386444	0.06296729	0.2077012	0	0	0	0
-0.07173399	0.02669265	-0.000240872	0.00236329	-0.0008472596	-0.0005080387	0.04679684	0.6915235	0.03597606	-0.7199383	-0.01476	0	0	1	0.02669265	0.02385096	0.06291734	0.207533	0	0	0	0
-0.07168672	0.0266757	-0.0002510386	0.002363329	-0.0008472863	-0.0005083315	0.04679684	0.6915235	0.03597606	-0.7199383	-0.01476	0	0	1	0.0266757	0.02384095	0.06286738	0.207394	0	0	0	0
-0.07163946	0.02665876	-0.0002612106	0.002363364	-0.0008473102	-0.0005085992	0.04679684	0.6915235	0.03597606	-0.7199383	-0.01476	0	0	1	0.02665876	0.02383106	0.06281744	0.2072598	0	0	0	0
-0.07159219	0.02664181	-0.0002713876	0.002363396	-0.0008473315	-0.0005088438	0.04679687	0.6915234	0.03597605	-0.7199383	-0.01476	0	0	1	0.02664181	0.02382118	0.06276749	0.2071214	0	0	0	0
-0.07154492	0.02662487	-0.0002815689	0.002363425	-0.0008473507	-0.0005090674	0.04679685	0.6915233	0.03597608	-0.7199384	-0.01476	0	0	1	0.02662487	0.02381129	0.06271754	0.2069758	0	0	0	0
-0.07149765	0.02660792	-0.0002917543	0.002363451	-0.0008473679	-0.000509272	0.04679686	0.6915233	0.0359761	-0.7199384	-0.01476	0	0	1	0.02660792	0.02380141	0.06266759	0.2068406	0	0	0	0
-0.07145038	0.02659097	-0.0003019433	0.002363475	-0.0008473833	-0.0005094588	0.04679687	0.6915236	0.03597597	-0.7199382	-0.01476	0	0	1	0.02659097	0.02379089	0.06261765	0.206727	0	0	0	0
-0.07140311	0.02657402	-0.0003121358	0.002363498	-0.0008473971	-0.0005096293	0.04679689	0.6915235	0.03597596	-0.7199383	-0.01476	0	0	1	0.02657402	0.02378035	0.0625677	0.2066131	0	0	0	0
-0.07135584	0.02655707	-0.0003223315	0.002363518	-0.0008474094	-0.0005097851	0.04679689	0.6915235	0.03597596	-0.7199383	-0.01476	0	0	1	0.02655707	0.02377017	0.06251777	0.2064863	0	0	0	0
-0.07130857	0.02654012	-0.0003325301	0.002363537	-0.0008474205	-0.0005099275	0.04679689	0.6915235	0.03597596	-0.7199383	-0.01476	0	0	1	0.02654012	0.02376001	0.06246783	0.2063385	0	0	0	0
-0.0712613	0.02652318	-0.0003427312	0.002363553	-0.0008474304	-0.0005100577	0.04679695	0.6915237	0.03597595	-0.7199381	-0.01476	0	0	1	0.02652318	0.02374984	0.06241789	0.2061896	0	0	0	0
