1915 16 4
-0.0588883	0.009894511	-0.001490562	0.001637847	-0.0006260645	0.000197682	0.0695556	0.7037714	0.02927536	-0.7064071	-0.01476	0	0	0.009894511	0.006695959	0.04524853	0.07097674	0	0	0	0
-0.05885555	0.00988199	-0.001486635	0.001637768	-0.0006260286	0.0001963387	0.06955566	0.7037714	0.0292754	-0.706407	-0.01476	0	0	0.00988199	0.006683263	0.04521373	0.0708869	0	0	0	0
-0.05882279	0.009869469	-0.001482735	0.001637692	-0.0006259936	0.0001950233	0.06955566	0.7037715	0.02927541	-0.7064069	-0.01476	0	0	0.009869469	0.006670566	0.04517892	0.07079711	0	0	0	0
-0.05879004	0.00985695	-0.00147886	0.001637617	-0.0006259597	0.0001937355	0.06955567	0.7037716	0.02927542	-0.7064068	-0.01476	0	0	0.00985695	0.006657868	0.04514411	0.07070735	0	0	0	0
-0.05875729	0.009844433	-0.00147501	0.001637545	-0.0006259268	0.0001924738	0.06955566	0.7037715	0.02927542	-0.7064068	-0.01476	0	0	0.009844433	0.006645169	0.04510931	0.0706176	0	0	0	0
-0.05872454	0.009831915	-0.001471186	0.001637474	-0.0006258948	0.0001912371	0.06955563	0.7037715	0.02927541	-0.7064068	-0.01476	0	0	0.009831915	0.006632468	0.04507451	0.07052787	0	0	0	0
-0.05869179	0.009819398	-0.001467385	0.001637406	-0.0006258637	0.0001900249	0.06955565	0.7037715	0.02927536	-0.706407	-0.01476	0	0	0.009819398	0.006619767	0.04503972	0.07043816	0	0	0	0
-0.05865904	0.009806881	-0.001463607	0.001637339	-0.0006258335	0.0001888365	0.0695558	0.7037715	0.02927541	-0.706407	-0.01476	0	0	0.009806881	0.006607064	0.04500492	0.07034827	0	0	0	0
-0.0586263	0.009794366	-0.001459853	0.001637274	-0.0006258041	0.000187671	0.06955583	0.7037715	0.02927545	-0.706407	-0.01476	0	0	0.009794366	0.006594359	0.04497013	0.0702585	0	0	0	0
-0.05859356	0.00978185	-0.001456123	0.001637211	-0.0006257755	0.0001865277	0.06955583	0.7037715	0.02927546	-0.706407	-0.01476	0	0	0.00978185	0.006581046	0.04493535	0.07016876	0	0	0	0
-0.05856081	0.009769335	-0.001452415	0.001637149	-0.0006257477	0.0001854061	0.06955582	0.7037715	0.02927545	-0.706407	-0.01476	0	0	0.009769335	0.006565522	0.04490056	0.07007905	0	0	0	0
-0.05852807	0.00975682	-0.001448729	0.001637089	-0.0006257207	0.0001843053	0.06955582	0.7037715	0.02927545	-0.706407	-0.01476	0	0	0.00975682	0.00655	0.04486578	0.06998932	0	0	0	0
-0.05849533	0.009744307	-0.001445064	0.001637031	-0.0006256943	0.0001832249	0.0695558	0.7037718	0.02927547	-0.7064066	-0.01476	0	0	0.009744307	0.006534476	0.044831	0.06989962	0	0	0	0
-0.05846259	0.009731793	-0.001441421	0.001636974	-0.0006256686	0.0001821644	0.06955583	0.7037719	0.02927549	-0.7064065	-0.01476	0	0	0.009731793	0.006521202	0.04479622	0.06980985	0	0	0	0
-0.05842985	0.009719281	-0.001437798	0.001636919	-0.0006256436	0.000181123	0.06955583	0.7037719	0.02927549	-0.7064065	-0.01476	0	0	0.009719281	0.006509542	0.04476145	0.06972014	0	0	0	0
-0.05839711	0.009706768	-0.001434196	0.001636865	-0.0006256192	0.0001801002	0.06955583	0.7037719	0.02927549	-0.7064065	-0.01476	0	0	0.009706768	0.006497885	0.04472667	0.06963044	0	0	0	0
-0.05836438	0.009694256	-0.001430615	0.001636812	-0.0006255954	0.0001790953	0.06955589	0.7037719	0.02927564	-0.7064064	-0.01476	0	0	0.009694256	0.006486227	0.04469191	0.06954059	0	0	0	0
-0.05833164	0.009681745	-0.001427052	0.00163676	-0.0006255722	0.000178108	0.06955589	0.7037719	0.02927564	-0.7064064	-0.01476	0	0	0.009681745	0.006474571	0.04465714	0.06945089	0	0	0	0
-0.0582989	0.009669233	-0.00142351	0.001636709	-0.0006255496	0.0001771376	0.06955589	0.7037719	0.02927564	-0.7064064	-0.01476	0	0	0.009669233	0.006462918	0.04462238	0.06936118	0	0	0	0
-0.05826617	0.009656723	-0.001419986	0.00163666	-0.0006255275	0.0001761838	0.06955586	0.7037718	0.02927563	-0.7064065	-0.01476	0	0	0.009656723	0.006451265	0.04458762	0.06927152	0	0	0	0
-0.05823344	0.009644212	-0.001416481	0.001636612	-0.0006255059	0.0001752461	0.06955586	0.7037718	0.02927563	-0.7064065	-0.01476	0	0	0.009644212	0.006439614	0.04455286	0.06918181	0	0	0	0
